passer,team,passerid,airyards,completion,int,td
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,11,Complete,0,0
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,11,Complete,0,0
J.Flacco,BAL,18,5,Incomplete Pass,1,0
J.Flacco,BAL,18,10,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,-1,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,15,Incomplete Pass,1,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,4,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,25,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,12,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,4,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Incomplete Pass,0,0
J.Flacco,BAL,18,40,Complete,0,0
J.Flacco,BAL,18,14,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,52,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,5,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,26,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,-4,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,13,Incomplete Pass,0,0
J.Flacco,BAL,18,23,Complete,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,50,Incomplete Pass,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,-6,Complete,0,0
J.Flacco,BAL,18,28,Incomplete Pass,1,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,11,Incomplete Pass,0,0
J.Flacco,BAL,18,8,Incomplete Pass,0,0
J.Flacco,BAL,18,14,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,16,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,5,Incomplete Pass,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,-1,Complete,0,0
J.Flacco,BAL,18,-5,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,20,Incomplete Pass,1,1
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,-2,Incomplete Pass,0,0
J.Flacco,BAL,18,11,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,7,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,22,Incomplete Pass,0,0
J.Flacco,BAL,18,17,Incomplete Pass,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,7,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,-6,Complete,0,0
J.Flacco,BAL,18,-5,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,-5,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,4,Incomplete Pass,0,0
J.Flacco,BAL,18,24,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Complete,0,0
J.Flacco,BAL,18,-4,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,44,Incomplete Pass,0,0
J.Flacco,BAL,18,12,Incomplete Pass,0,0
J.Flacco,BAL,18,18,Complete,0,0
J.Flacco,BAL,18,23,Incomplete Pass,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,-1,Complete,0,0
J.Flacco,BAL,18,15,Complete,0,0
J.Flacco,BAL,18,17,Incomplete Pass,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,17,Incomplete Pass,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,13,Complete,0,1
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,12,Incomplete Pass,0,0
J.Flacco,BAL,18,8,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,34,Complete,0,1
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,-5,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,-1,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,-5,Incomplete Pass,0,0
J.Flacco,BAL,18,12,Complete,0,0
J.Flacco,BAL,18,-6,Complete,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,4,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,46,Incomplete Pass,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,8,Incomplete Pass,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,49,Incomplete Pass,1,0
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,15,Complete,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,8,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,-1,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,26,Incomplete Pass,1,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,4,Incomplete Pass,0,0
J.Flacco,BAL,18,-4,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,10,Complete,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,17,Complete,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,5,Incomplete Pass,0,0
J.Flacco,BAL,18,16,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,1
J.Flacco,BAL,18,20,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,21,Incomplete Pass,0,0
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,22,Incomplete Pass,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,1,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,20,Incomplete Pass,0,0
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,5,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,1
J.Flacco,BAL,18,15,Complete,0,0
J.Flacco,BAL,18,11,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,1,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,23,Incomplete Pass,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,-6,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,22,Incomplete Pass,1,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,9,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,18,Complete,0,1
J.Flacco,BAL,18,-1,Complete,0,0
J.Flacco,BAL,18,32,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,-2,Incomplete Pass,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,-1,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,-4,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,7,Incomplete Pass,0,0
J.Flacco,BAL,18,21,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,39,Incomplete Pass,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,16,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,7,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,17,Incomplete Pass,0,0
J.Flacco,BAL,18,44,Incomplete Pass,0,0
J.Flacco,BAL,18,-6,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,13,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,17,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,19,Incomplete Pass,0,0
J.Flacco,BAL,18,5,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,12,Incomplete Pass,0,0
J.Flacco,BAL,18,46,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,1
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,22,Incomplete Pass,0,0
J.Flacco,BAL,18,22,Incomplete Pass,0,0
J.Flacco,BAL,18,1,Complete,0,1
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,17,Complete,0,0
J.Flacco,BAL,18,30,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,9,Complete,0,0
J.Flacco,BAL,18,25,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,-2,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,1,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,12,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,10,Complete,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,-1,Complete,0,0
J.Flacco,BAL,18,11,Incomplete Pass,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,24,Incomplete Pass,1,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,11,Complete,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,4,Incomplete Pass,0,0
J.Flacco,BAL,18,17,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,30,Complete,0,1
J.Flacco,BAL,18,18,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,33,Complete,0,0
J.Flacco,BAL,18,-2,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,17,Complete,0,0
J.Flacco,BAL,18,-6,Complete,0,0
J.Flacco,BAL,18,18,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,1
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,10,Incomplete Pass,0,0
J.Flacco,BAL,18,8,Incomplete Pass,0,0
J.Flacco,BAL,18,17,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,26,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,22,Complete,0,0
J.Flacco,BAL,18,9,Complete,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,13,Incomplete Pass,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,19,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,8,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,1,Incomplete Pass,0,0
J.Flacco,BAL,18,30,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,-4,Complete,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,18,Incomplete Pass,0,0
J.Flacco,BAL,18,12,Complete,0,0
J.Flacco,BAL,18,19,Complete,0,1
J.Flacco,BAL,18,14,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,9,Complete,0,0
J.Flacco,BAL,18,0,Incomplete Pass,0,0
J.Flacco,BAL,18,20,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,5,Incomplete Pass,0,0
J.Flacco,BAL,18,16,Incomplete Pass,0,0
J.Flacco,BAL,18,-4,Complete,0,0
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,11,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,16,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,-3,Complete,0,0
J.Flacco,BAL,18,12,Incomplete Pass,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,20,Complete,0,0
J.Flacco,BAL,18,1,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Complete,0,1
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,9,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,17,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,6,Incomplete Pass,0,0
J.Flacco,BAL,18,17,Incomplete Pass,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,15,Complete,0,0
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,-4,Complete,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,3,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,-3,Incomplete Pass,0,0
J.Flacco,BAL,18,-1,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,1
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,4,Incomplete Pass,0,0
J.Flacco,BAL,18,1,Incomplete Pass,0,0
J.Flacco,BAL,18,15,Incomplete Pass,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,33,Incomplete Pass,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,-4,Incomplete Pass,0,0
J.Flacco,BAL,18,5,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,31,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,35,Incomplete Pass,0,0
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,14,Incomplete Pass,0,0
J.Flacco,BAL,18,7,Incomplete Pass,0,0
J.Flacco,BAL,18,-4,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,2,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Complete,0,1
J.Flacco,BAL,18,6,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,5,Complete,0,0
J.Flacco,BAL,18,8,Complete,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,11,Incomplete Pass,1,1
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,19,Incomplete Pass,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,11,Complete,0,0
J.Flacco,BAL,18,5,Incomplete Pass,0,0
J.Flacco,BAL,18,4,Complete,0,0
J.Flacco,BAL,18,2,Complete,0,0
J.Flacco,BAL,18,13,Complete,0,0
J.Flacco,BAL,18,9,Incomplete Pass,0,0
J.Flacco,BAL,18,15,Incomplete Pass,0,0
J.Flacco,BAL,18,7,Complete,0,0
J.Flacco,BAL,18,10,Complete,0,0
J.Flacco,BAL,18,1,Complete,0,0
J.Flacco,BAL,18,-2,Complete,0,0
J.Flacco,BAL,18,3,Incomplete Pass,0,0
J.Flacco,BAL,18,6,Complete,0,1
J.Flacco,BAL,18,-3,Incomplete Pass,0,0
J.Flacco,BAL,18,0,Complete,0,0
J.Flacco,BAL,18,12,Incomplete Pass,0,0
J.Flacco,BAL,18,10,Complete,0,0
J.Goff,LA,19,4,Complete,0,0
J.Goff,LA,19,15,Complete,0,0
J.Goff,LA,19,10,Incomplete Pass,0,0
J.Goff,LA,19,7,Complete,0,0
J.Goff,LA,19,2,Incomplete Pass,0,0
J.Goff,LA,19,2,Complete,0,0
J.Goff,LA,19,1,Complete,0,0
J.Goff,LA,19,3,Incomplete Pass,0,0
J.Goff,LA,19,18,Complete,0,0
J.Goff,LA,19,12,Incomplete Pass,0,0
J.Goff,LA,19,30,Complete,0,0
J.Goff,LA,19,14,Complete,0,0
J.Goff,LA,19,5,Complete,0,0
J.Goff,LA,19,4,Incomplete Pass,0,0
J.Goff,LA,19,2,Complete,0,0
J.Goff,LA,19,18,Complete,0,1
J.Goff,LA,19,-4,Complete,0,0
J.Goff,LA,19,3,Incomplete Pass,0,0
J.Goff,LA,19,-2,Complete,0,0
J.Goff,LA,19,4,Complete,0,0
J.Goff,LA,19,25,Complete,0,0
J.Goff,LA,19,9,Incomplete Pass,0,0
J.Goff,LA,19,-5,Complete,0,0
J.Goff,LA,19,4,Complete,0,0
J.Goff,LA,19,2,Complete,0,0
J.Goff,LA,19,4,Complete,0,0
J.Goff,LA,19,28,Incomplete Pass,0,0
J.Goff,LA,19,25,Complete,0,0
J.Goff,LA,19,8,Complete,0,0
J.Goff,LA,19,-4,Complete,0,0
J.Goff,LA,19,6,Complete,0,0
J.Goff,LA,19,-4,Complete,0,0
J.Goff,LA,19,-6,Incomplete Pass,0,0
J.Goff,LA,19,25,Incomplete Pass,0,0
J.Goff,LA,19,11,Incomplete Pass,0,0
J.Goff,LA,19,2,Complete,0,0
J.Goff,LA,19,20,Complete,0,0
J.Goff,LA,19,5,Complete,0,0
J.Goff,LA,19,0,Incomplete Pass,0,0
J.Goff,LA,19,17,Incomplete Pass,0,0
J.Goff,LA,19,15,Complete,0,0
J.Goff,LA,19,7,Complete,0,0
J.Goff,LA,19,-4,Complete,0,0
J.Goff,LA,19,6,Complete,0,0
J.Goff,LA,19,20,Complete,0,0
J.Goff,LA,19,-1,Complete,0,1
J.Goff,LA,19,4,Incomplete Pass,0,0
J.Goff,LA,19,9,Incomplete Pass,0,0
J.Goff,LA,19,3,Complete,0,0
J.Goff,LA,19,2,Complete,0,0
J.Goff,LA,19,5,Incomplete Pass,0,0
J.Goff,LA,19,0,Complete,0,0
J.Goff,LA,19,22,Incomplete Pass,0,0
J.Goff,LA,19,1,Incomplete Pass,1,0
J.Goff,LA,19,2,Incomplete Pass,0,0
J.Goff,LA,19,28,Complete,0,0
J.Goff,LA,19,3,Complete,0,0
J.Goff,LA,19,3,Complete,0,0
J.Goff,LA,19,2,Complete,0,1
J.Goff,LA,19,20,Complete,0,0
J.Goff,LA,19,25,Incomplete Pass,0,0
J.Goff,LA,19,-4,Complete,0,0
J.Goff,LA,19,-4,Complete,0,0
J.Goff,LA,19,9,Incomplete Pass,0,0
J.Goff,LA,19,-2,Incomplete Pass,0,0
J.Goff,LA,19,5,Complete,0,0
J.Goff,LA,19,0,Incomplete Pass,0,0
J.Goff,LA,19,10,Complete,0,0
J.Goff,LA,19,2,Incomplete Pass,0,0
J.Goff,LA,19,7,Complete,0,0
J.Goff,LA,19,6,Complete,0,0
J.Goff,LA,19,46,Complete,0,0
J.Goff,LA,19,3,Complete,0,0
J.Goff,LA,19,2,Complete,0,0
J.Goff,LA,19,1,Complete,0,0
J.Goff,LA,19,13,Complete,0,0
J.Goff,LA,19,9,Complete,0,0
J.Goff,LA,19,5,Complete,0,0
J.Goff,LA,19,1,Complete,0,1
J.Goff,LA,19,3,Complete,0,0
J.Goff,LA,19,5,Complete,0,1
J.Goff,LA,19,11,Incomplete Pass,0,0
J.Goff,LA,19,16,Complete,0,0
J.Goff,LA,19,-3,Complete,0,0
J.Goff,LA,19,4,Complete,0,0
J.Goff,LA,19,-2,Complete,0,0
J.Goff,LA,19,3,Incomplete Pass,0,0
J.Goff,LA,19,4,Complete,0,0
J.Goff,LA,19,14,Incomplete Pass,0,0
J.Goff,LA,19,9,Incomplete Pass,0,0
J.Goff,LA,19,-2,Complete,0,0
J.Goff,LA,19,0,Incomplete Pass,0,0
J.Goff,LA,19,7,Incomplete Pass,0,0
J.Goff,LA,19,8,Complete,0,0
J.Goff,LA,19,7,Incomplete Pass,0,0
J.Goff,LA,19,3,Complete,0,1
J.Goff,LA,19,1,Complete,0,0
J.Goff,LA,19,4,Complete,0,0
J.Goff,LA,19,7,Incomplete Pass,0,0
J.Goff,LA,19,2,Complete,0,0
J.Goff,LA,19,0,Incomplete Pass,0,0
J.Goff,LA,19,1,Complete,0,0
J.Goff,LA,19,0,Incomplete Pass,0,0
J.Goff,LA,19,19,Incomplete Pass,0,0
J.Goff,LA,19,5,Complete,0,0
J.Goff,LA,19,-3,Complete,0,0
J.Goff,LA,19,16,Complete,0,1
J.Goff,LA,19,17,Complete,0,0
J.Goff,LA,19,40,Incomplete Pass,0,0
J.Goff,LA,19,6,Complete,0,0
J.Goff,LA,19,9,Complete,0,0
J.Goff,LA,19,0,Incomplete Pass,0,0
J.Goff,LA,19,0,Incomplete Pass,0,0
J.Goff,LA,19,10,Incomplete Pass,0,0
J.Goff,LA,19,0,Incomplete Pass,0,0
J.Goff,LA,19,18,Incomplete Pass,0,0
