T.Brady,NE,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
1,Complete,0,0,3,4,30,7,24
27,Complete,0,0,1,4,30,7,24
1,Complete,0,0,2,4,30,7,24
5,Complete,0,0,3,4,30,7,24
7,Complete,0,0,1,1,0,0,1
-1,Incomplete Pass,0,0,2,1,0,0,1
7,Complete,0,0,3,1,0,0,1
-1,Complete,0,0,1,1,0,0,1
14,Complete,0,0,2,1,0,0,1
28,Incomplete Pass,0,0,2,1,7,0,3
-3,Complete,0,0,1,2,7,7,5
21,Complete,0,0,2,2,7,7,5
0,Complete,0,0,2,2,7,7,5
11,Complete,0,0,3,2,7,7,5
22,Incomplete Pass,0,0,1,2,7,7,7
10,Incomplete Pass,0,0,2,2,7,7,7
10,Complete,0,0,3,2,7,7,7
2,Complete,0,0,2,2,7,7,7
5,Complete,0,0,3,2,7,7,7
14,Complete,0,0,2,3,7,7,11
7,Incomplete Pass,0,0,1,3,7,7,11
-1,Complete,0,0,3,3,7,7,11
39,Incomplete Pass,0,0,1,3,7,7,13
14,Incomplete Pass,0,0,3,3,7,7,13
4,Complete,0,0,2,4,7,14,15
41,Incomplete Pass,0,0,1,4,7,14,15
4,Incomplete Pass,0,0,2,4,7,14,15
25,Incomplete Pass,0,0,3,4,7,14,15
2,Complete,0,0,1,4,7,21,17
5,Complete,0,0,1,4,7,24,19
14,Complete,0,0,2,4,7,24,19
5,Complete,0,0,1,4,7,24,19
5,Complete,0,0,2,4,7,24,19
-3,Complete,0,0,1,4,7,24,19
6,Complete,0,0,2,4,7,24,19
4,Incomplete Pass,0,0,1,4,7,24,19
4,Complete,0,0,2,4,7,24,19
4,Complete,0,0,3,4,7,24,19
11,Incomplete Pass,0,0,2,4,7,24,19
14,Incomplete Pass,0,0,3,4,7,24,19
12,Complete,0,0,1,1,0,0,1
2,Complete,0,0,3,1,0,0,1
-1,Complete,0,0,1,1,0,0,1
5,Complete,1,0,1,1,0,0,1
5,Complete,0,0,1,1,7,0,3
2,Incomplete Pass,0,0,1,1,7,0,3
19,Complete,0,0,2,1,7,0,3
20,Incomplete Pass,0,0,2,1,7,0,3
-4,Complete,0,0,3,1,7,0,3
9,Incomplete Pass,0,0,3,1,10,7,5
2,Complete,0,0,2,2,10,7,7
14,Incomplete Pass,0,0,2,2,10,7,7
0,Complete,0,0,1,2,10,7,9
-4,Complete,0,0,1,2,10,7,9
-2,Complete,0,0,2,2,10,7,9
-2,Complete,0,0,1,2,10,7,9
26,Complete,0,0,2,2,10,7,9
7,Incomplete Pass,0,0,1,2,10,7,9
7,Complete,1,0,2,2,10,7,9
6,Complete,0,0,1,2,17,10,11
16,Incomplete Pass,0,0,2,2,17,10,11
26,Complete,0,0,3,2,17,10,11
0,Incomplete Pass,0,0,1,2,17,10,11
0,Complete,0,0,3,2,17,10,11
-4,Incomplete Pass,0,0,1,3,17,10,13
-5,Complete,0,0,2,3,17,10,13
-3,Complete,0,0,1,3,17,10,15
28,Incomplete Pass,0,0,3,3,17,10,15
12,Complete,0,0,1,3,20,10,17
25,Complete,0,0,1,3,20,10,17
19,Incomplete Pass,0,0,2,3,20,10,17
-1,Complete,0,0,3,4,20,10,17
11,Complete,0,0,1,4,23,13,19
9,Incomplete Pass,0,0,2,4,23,13,19
36,Incomplete Pass,0,1,3,4,23,13,19
7,Incomplete Pass,0,0,2,4,23,13,21
9,Complete,0,0,3,4,23,13,21
0,Complete,0,0,1,4,23,13,21
6,Complete,0,0,2,4,23,13,21
13,Complete,0,0,2,4,23,13,21
8,Incomplete Pass,0,0,3,4,23,13,21
17,Complete,0,0,1,1,0,0,1
1,Incomplete Pass,0,0,2,1,0,0,1
3,Complete,0,0,3,1,0,0,1
3,Complete,0,0,1,1,3,0,3
6,Complete,0,0,3,1,3,0,3
5,Complete,0,0,1,1,3,0,3
2,Incomplete Pass,0,0,2,1,3,0,3
2,Complete,0,0,3,1,3,0,3
1,Complete,1,0,4,1,3,0,3
13,Complete,0,0,1,1,9,0,5
20,Incomplete Pass,0,0,1,1,9,0,5
19,Complete,0,0,2,1,9,0,5
9,Incomplete Pass,0,0,1,1,9,0,5
-3,Incomplete Pass,0,1,1,1,9,0,5
-3,Incomplete Pass,0,0,2,2,15,0,8
35,Incomplete Pass,0,0,3,2,15,0,8
5,Complete,0,0,2,2,15,7,10
25,Incomplete Pass,0,0,3,2,15,7,10
-2,Complete,0,0,1,2,15,13,12
-5,Complete,0,0,2,2,15,13,12
5,Incomplete Pass,0,0,3,3,18,13,14
6,Incomplete Pass,0,0,2,3,18,13,16
6,Complete,0,0,3,3,18,13,16
2,Complete,0,0,1,3,18,13,16
-3,Complete,0,0,1,3,18,13,16
4,Complete,1,0,2,3,18,13,16
-4,Complete,0,0,3,4,25,16,18
-6,Complete,0,0,2,4,25,16,20
4,Complete,0,0,2,4,25,16,20
14,Complete,0,0,1,4,28,16,22
0,Complete,0,0,2,4,28,16,22
4,Complete,0,0,1,1,0,0,2
-3,Complete,0,0,1,1,7,7,4
-4,Incomplete Pass,0,0,2,1,7,7,4
4,Complete,0,0,3,1,7,7,4
47,Incomplete Pass,0,0,1,1,7,14,6
17,Complete,0,0,2,1,7,14,6
6,Incomplete Pass,0,0,3,1,7,14,6
0,Incomplete Pass,0,0,1,2,7,21,8
6,Incomplete Pass,0,0,2,2,7,21,8
13,Complete,0,0,3,2,7,21,8
6,Incomplete Pass,0,0,1,2,7,21,8
2,Incomplete Pass,0,0,2,2,7,21,8
2,Complete,1,0,3,2,7,21,8
8,Incomplete Pass,0,0,3,2,14,21,10
14,Incomplete Pass,0,0,1,2,14,21,12
5,Complete,0,0,2,2,14,21,12
2,Complete,0,0,3,2,14,21,12
-3,Complete,0,0,2,3,14,24,15
17,Complete,0,0,1,3,14,24,15
1,Complete,1,0,2,3,14,24,15
12,Complete,0,0,1,3,27,31,18
0,Complete,0,0,1,3,27,31,18
6,Complete,0,0,1,3,27,31,18
1,Complete,0,0,2,4,34,34,20
17,Incomplete Pass,0,0,3,4,34,37,22
4,Complete,1,0,1,4,34,37,24
1,Incomplete Pass,0,0,1,1,0,0,2
16,Incomplete Pass,0,0,2,1,0,0,2
-3,Complete,0,0,3,1,0,0,2
14,Complete,0,0,1,1,3,0,4
1,Complete,0,0,1,1,3,0,4
4,Incomplete Pass,0,0,2,1,3,0,4
5,Incomplete Pass,0,0,3,1,3,0,4
19,Incomplete Pass,0,0,1,1,13,0,8
4,Complete,0,0,3,1,13,0,8
10,Complete,0,0,1,2,13,0,8
11,Incomplete Pass,0,1,4,2,13,0,8
7,Complete,0,0,1,2,13,0,10
-1,Complete,0,0,2,2,13,0,10
-2,Complete,0,0,1,2,20,0,12
6,Complete,0,0,3,2,20,0,12
1,Complete,1,0,3,2,20,0,12
0,Complete,0,0,1,3,34,0,18
7,Complete,0,0,3,3,34,0,18
2,Complete,0,0,1,3,34,0,18
-1,Complete,1,0,3,3,34,0,18
0,Incomplete Pass,0,0,3,4,40,7,22
8,Complete,0,0,2,1,0,0,1
2,Complete,0,0,1,1,0,0,1
3,Complete,0,0,1,1,0,0,1
13,Complete,0,0,2,1,0,0,1
7,Incomplete Pass,0,0,1,1,0,0,1
12,Incomplete Pass,0,0,2,1,0,0,1
7,Incomplete Pass,0,0,3,1,0,0,1
2,Complete,0,0,1,1,0,0,3
34,Complete,0,0,1,1,0,0,3
0,Complete,1,0,2,1,0,0,3
10,Complete,0,0,2,1,6,3,5
0,Complete,0,0,1,2,6,3,5
6,Incomplete Pass,0,0,2,2,6,3,5
7,Complete,0,0,3,2,6,3,5
3,Incomplete Pass,0,0,1,2,6,3,5
12,Complete,0,0,3,2,6,3,5
3,Complete,0,0,1,2,6,3,5
-5,Complete,1,0,2,2,6,3,8
15,Incomplete Pass,0,0,1,3,13,6,12
5,Incomplete Pass,0,0,2,3,13,6,12
-7,Complete,0,0,1,3,13,6,14
22,Incomplete Pass,0,0,1,3,13,6,14
2,Complete,0,0,2,3,13,6,14
3,Complete,1,0,1,3,13,6,14
0,Incomplete Pass,0,0,1,3,20,13,16
10,Incomplete Pass,0,0,3,3,20,13,16
-2,Complete,0,0,1,4,20,16,18
-2,Incomplete Pass,0,0,1,4,20,16,18
14,Complete,1,0,3,4,20,16,18
1,Incomplete Pass,0,0,1,4,27,16,20
4,Complete,0,0,2,4,27,16,20
2,Complete,0,0,3,4,27,16,20
3,Incomplete Pass,0,0,2,4,27,16,22
13,Complete,0,0,3,4,27,16,22
15,Incomplete Pass,0,0,1,4,27,16,22
5,Complete,0,0,3,4,27,16,22
28,Incomplete Pass,0,0,2,4,27,16,22
13,Incomplete Pass,0,0,3,4,27,16,22
J.Brissett,IND,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
48,Complete,0,0,2,4,3,35,22
10,Incomplete Pass,0,0,1,4,9,44,26
-1,Complete,0,0,3,4,9,44,26
-2,Incomplete Pass,0,0,2,1,0,0,2
7,Complete,0,0,3,1,0,0,2
14,Incomplete Pass,0,0,2,1,0,0,2
3,Complete,0,0,3,1,0,0,2
7,Incomplete Pass,0,0,3,1,0,0,2
5,Incomplete Pass,0,0,1,1,0,0,2
13,Complete,0,0,1,1,7,0,4
2,Complete,0,0,3,1,7,0,4
4,Complete,0,0,3,1,7,0,4
47,Incomplete Pass,0,0,2,2,10,0,6
5,Complete,0,0,3,2,10,0,6
17,Incomplete Pass,0,0,3,2,10,3,8
20,Incomplete Pass,0,0,2,2,10,3,10
4,Complete,0,0,3,2,10,3,10
6,Incomplete Pass,0,0,1,2,10,3,10
2,Complete,0,0,1,3,10,3,11
19,Incomplete Pass,0,0,2,3,10,3,11
5,Incomplete Pass,0,0,3,3,10,3,11
9,Complete,0,0,2,3,10,3,13
7,Incomplete Pass,0,0,3,3,10,3,13
-1,Complete,0,0,1,3,10,3,15
5,Complete,0,0,2,3,10,3,15
4,Complete,0,0,2,3,10,3,15
15,Complete,0,0,2,3,10,3,15
6,Complete,0,0,1,3,10,3,15
6,Complete,0,0,3,4,10,3,15
14,Complete,0,0,2,4,10,3,15
3,Incomplete Pass,0,0,2,4,10,3,15
11,Incomplete Pass,0,0,3,4,10,3,15
6,Complete,0,0,2,4,13,10,17
1,Complete,0,0,3,4,13,10,17
15,Complete,0,0,1,4,13,13,19
2,Incomplete Pass,0,0,2,4,13,13,19
12,Incomplete Pass,0,0,3,4,13,13,19
7,Complete,0,0,1,4,13,13,21
4,Incomplete Pass,0,0,3,4,13,13,21
10,Incomplete Pass,0,1,1,5,13,13,23
4,Complete,0,0,2,1,0,0,2
-1,Complete,0,0,3,1,0,0,2
3,Complete,0,0,2,1,0,0,4
14,Complete,0,0,1,1,0,0,6
-3,Incomplete Pass,0,0,2,1,0,0,6
15,Complete,0,0,3,1,0,0,6
5,Incomplete Pass,0,0,2,1,0,0,6
16,Complete,0,0,2,2,7,7,8
8,Complete,0,0,2,2,7,7,8
30,Complete,0,0,2,2,14,7,10
15,Incomplete Pass,0,0,2,2,14,7,10
11,Complete,1,0,3,2,14,7,10
-5,Complete,0,0,2,3,28,14,15
-3,Complete,0,0,2,3,28,14,17
10,Complete,0,0,3,3,28,14,17
2,Incomplete Pass,0,0,2,3,28,14,17
0,Incomplete Pass,0,0,3,3,28,14,17
29,Incomplete Pass,0,0,1,3,28,14,19
20,Complete,0,0,3,3,28,14,19
2,Complete,0,0,2,3,28,14,19
3,Complete,0,0,1,3,28,14,21
5,Incomplete Pass,0,0,3,4,28,14,21
2,Complete,0,0,3,4,28,14,21
-1,Complete,0,0,2,4,31,21,25
-3,Incomplete Pass,0,0,2,1,0,0,1
10,Complete,0,0,3,1,0,0,1
19,Incomplete Pass,0,0,1,1,0,0,1
2,Complete,0,0,3,1,0,0,1
16,Complete,0,0,2,1,0,3,3
3,Complete,0,0,2,1,0,3,3
3,Complete,0,0,1,1,2,3,5
7,Incomplete Pass,0,0,3,1,2,3,5
4,Complete,0,0,2,2,2,3,7
7,Incomplete Pass,1,1,3,2,2,3,7
-4,Complete,0,0,1,2,2,9,8
34,Incomplete Pass,0,0,1,2,2,9,8
13,Complete,0,0,3,2,2,9,8
5,Complete,0,0,2,2,2,9,8
0,Incomplete Pass,0,0,NA,2,8,9,8
3,Complete,0,0,1,2,8,9,10
24,Incomplete Pass,0,0,1,2,8,9,10
-2,Complete,0,0,2,2,8,9,10
4,Complete,0,0,3,2,8,9,10
-3,Complete,0,0,1,2,8,9,10
18,Complete,1,0,2,2,8,9,10
0,Complete,0,0,1,3,15,17,13
3,Incomplete Pass,0,0,3,3,15,17,13
22,Incomplete Pass,0,0,2,3,15,17,15
22,Incomplete Pass,0,0,3,3,15,17,15
4,Incomplete Pass,0,0,2,3,18,24,18
4,Incomplete Pass,0,0,3,3,18,24,18
10,Complete,0,0,1,4,18,31,20
8,Incomplete Pass,0,0,1,4,18,31,20
0,Incomplete Pass,0,0,2,4,18,31,20
4,Complete,0,0,1,1,0,0,1
4,Complete,0,0,3,1,0,0,1
13,Complete,0,0,1,1,0,0,1
5,Incomplete Pass,0,0,1,1,0,0,1
-6,Complete,0,0,3,1,0,0,1
7,Complete,0,0,2,1,3,3,3
7,Incomplete Pass,0,0,1,1,3,3,3
23,Incomplete Pass,0,0,3,2,3,3,3
48,Incomplete Pass,0,0,1,2,3,3,5
2,Incomplete Pass,0,0,2,2,3,3,5
15,Incomplete Pass,0,0,3,2,3,3,5
0,Complete,0,0,1,2,3,3,7
1,Complete,0,0,2,2,3,3,7
16,Complete,0,0,1,2,3,3,9
26,Complete,0,0,2,2,3,3,9
20,Incomplete Pass,0,0,1,2,3,3,9
6,Complete,0,0,3,2,3,3,9
5,Incomplete Pass,0,0,3,2,3,3,9
-2,Complete,0,0,1,3,6,6,13
0,Complete,0,0,3,3,6,6,13
-2,Complete,0,0,1,3,9,6,15
-1,Complete,0,0,2,3,9,6,15
55,Complete,0,0,1,4,16,9,17
10,Complete,0,0,1,4,23,16,19
23,Incomplete Pass,0,0,3,4,23,16,19
15,Complete,0,0,3,5,23,23,22
44,Complete,0,0,1,5,23,23,22
8,Incomplete Pass,0,1,1,5,23,23,22
7,Incomplete Pass,0,0,1,5,23,23,24
5,Complete,0,0,2,5,23,23,24
7,Complete,0,0,3,5,23,23,24
31,Incomplete Pass,0,0,2,5,23,23,24
9,Complete,0,0,1,1,0,3,2
17,Incomplete Pass,0,0,1,1,0,3,2
7,Complete,0,0,2,1,0,3,2
18,Incomplete Pass,0,0,3,1,0,3,2
6,Complete,0,0,1,1,3,6,4
0,Incomplete Pass,0,0,1,2,3,6,4
1,Complete,0,0,2,2,3,6,4
17,Complete,0,0,3,2,3,6,4
5,Complete,0,0,2,2,3,6,4
-2,Complete,1,0,1,2,3,6,4
4,Complete,0,0,2,2,10,9,6
2,Complete,0,0,3,2,10,9,6
12,Complete,0,0,2,2,10,9,6
-7,Complete,0,0,1,2,10,9,6
6,Complete,0,0,2,2,10,9,6
6,Incomplete Pass,0,0,2,2,10,9,6
6,Incomplete Pass,0,0,3,2,10,9,6
10,Incomplete Pass,0,0,2,3,13,9,8
4,Incomplete Pass,0,0,3,3,13,9,8
-2,Incomplete Pass,0,0,1,3,19,12,11
18,Incomplete Pass,0,0,3,3,19,12,11
2,Complete,0,0,2,3,19,12,13
21,Incomplete Pass,0,0,2,3,19,15,15
2,Incomplete Pass,0,0,3,3,19,15,15
6,Complete,0,0,2,4,19,22,17
8,Incomplete Pass,0,0,3,4,19,22,17
15,Incomplete Pass,0,0,1,4,22,29,19
3,Complete,0,0,2,4,22,29,19
14,Complete,0,0,2,4,22,29,19
-3,Incomplete Pass,0,0,1,4,22,29,19
2,Incomplete Pass,0,0,2,4,22,29,19
0,Complete,0,0,3,4,22,29,19
-1,Complete,0,0,1,4,22,36,21
4,Complete,0,0,2,4,22,36,21
6,Complete,0,0,1,4,22,36,21
18,Incomplete Pass,0,0,3,1,0,7,2
8,Complete,0,0,1,1,0,14,4
-3,Complete,0,0,1,1,0,14,4
14,Complete,0,0,3,1,0,14,4
3,Complete,0,0,1,2,0,17,6
-5,Complete,0,0,1,2,0,20,8
5,Incomplete Pass,0,0,2,2,0,20,8
1,Incomplete Pass,0,0,1,2,0,20,8
-1,Incomplete Pass,0,0,2,2,0,20,8
6,Incomplete Pass,0,0,3,2,0,20,8
11,Incomplete Pass,0,0,2,3,0,20,11
8,Incomplete Pass,0,0,3,3,0,20,11
5,Complete,0,0,1,3,0,20,13
-6,Incomplete Pass,0,0,2,3,0,20,13
0,Complete,0,0,2,3,0,27,15
57,Incomplete Pass,0,0,1,3,0,27,15
6,Complete,0,0,2,3,0,27,15
-2,Complete,0,0,1,3,0,27,15
6,Complete,0,0,2,3,0,27,15
0,Incomplete Pass,0,0,2,4,0,27,17
8,Incomplete Pass,0,0,3,4,0,27,17
5,Complete,0,0,1,4,0,27,19
7,Complete,0,0,2,4,0,27,19
6,Incomplete Pass,0,0,2,4,0,27,19
17,Complete,0,0,3,4,0,27,19
-4,Complete,0,0,1,4,0,27,19
5,Complete,0,0,2,4,0,27,19
5,Complete,0,0,3,4,0,27,19
6,Complete,0,0,2,4,0,27,19
38,Incomplete Pass,0,0,3,4,0,27,19
-4,Complete,0,0,4,4,0,27,19
6,Incomplete Pass,0,0,2,4,0,27,21
8,Complete,0,0,3,4,0,27,21
7,Complete,0,0,2,4,0,27,21
6,Complete,0,0,1,4,0,27,21
34,Incomplete Pass,0,0,2,4,0,27,21
5,Incomplete Pass,0,0,3,4,0,27,21
3,Complete,0,0,4,4,0,27,21
8,Complete,0,0,2,1,0,0,1
8,Complete,0,0,3,1,0,0,1
-3,Complete,0,0,1,1,0,0,1
17,Incomplete Pass,0,0,1,1,0,3,3
-2,Complete,0,0,2,1,0,3,3
0,Complete,0,0,3,1,0,3,3
6,Complete,0,0,1,1,0,3,5
7,Incomplete Pass,0,0,2,2,0,3,5
15,Incomplete Pass,0,0,3,2,0,3,5
9,Incomplete Pass,0,0,2,2,0,3,6
0,Complete,0,0,3,2,0,3,6
-4,Complete,0,0,1,2,3,3,8
15,Complete,0,0,2,2,3,3,8
13,Incomplete Pass,0,0,2,2,3,3,8
13,Complete,1,0,3,2,3,3,8
7,Incomplete Pass,0,0,1,2,10,10,10
5,Complete,0,0,1,2,10,10,12
21,Complete,0,0,1,2,10,10,12
9,Incomplete Pass,0,0,1,2,10,10,12
4,Complete,0,0,2,2,10,10,12
12,Incomplete Pass,0,0,1,2,10,10,12
4,Complete,0,0,1,2,10,10,12
15,Complete,0,0,2,3,13,17,14
-1,Complete,0,0,2,3,13,17,14
46,Incomplete Pass,0,0,1,3,13,17,14
4,Complete,0,0,3,3,13,17,14
-7,Complete,0,0,2,3,13,17,14
-6,Complete,1,0,3,3,13,17,14
-5,Complete,0,0,1,3,20,17,16
4,Complete,0,0,2,3,20,17,16
0,Incomplete Pass,0,0,3,4,20,17,16
-8,Incomplete Pass,1,1,2,4,23,17,18
4,Complete,0,0,2,4,23,23,19
19,Incomplete Pass,0,0,3,4,23,23,19
19,Incomplete Pass,0,0,1,4,23,23,21
6,Complete,0,0,2,4,23,23,21
10,Complete,0,0,3,4,23,23,21
1,Complete,0,0,3,4,23,23,21
0,Incomplete Pass,0,0,4,4,23,23,21
4,Complete,0,0,3,1,0,0,2
-1,Complete,0,0,1,1,0,0,2
2,Complete,0,0,2,1,0,0,2
43,Complete,1,0,1,1,0,0,2
17,Incomplete Pass,0,0,2,1,7,0,4
21,Incomplete Pass,0,0,3,1,7,0,4
2,Incomplete Pass,0,0,2,1,7,0,6
7,Incomplete Pass,0,0,3,1,7,0,6
7,Complete,0,0,1,2,7,0,8
1,Incomplete Pass,0,0,3,2,7,0,8
27,Complete,0,0,2,2,7,0,10
4,Incomplete Pass,0,0,2,2,7,0,10
4,Incomplete Pass,0,0,3,2,7,0,10
7,Complete,0,0,1,2,10,0,12
4,Complete,0,0,1,2,10,0,12
5,Complete,0,0,2,2,10,0,12
4,Complete,0,0,1,2,10,0,12
2,Incomplete Pass,0,0,2,2,10,0,12
-4,Complete,0,0,2,3,10,0,14
11,Complete,0,0,3,3,10,0,14
7,Complete,0,0,3,3,10,0,16
8,Complete,0,0,1,3,10,0,18
4,Complete,0,0,2,3,10,0,18
4,Complete,1,0,3,3,10,0,18
4,Incomplete Pass,0,0,1,4,17,0,20
4,Complete,0,0,2,4,17,0,20
1,Complete,0,0,3,4,17,0,20
-1,Complete,0,0,1,4,20,7,22
-3,Complete,0,0,1,4,20,7,22
12,Incomplete Pass,0,0,3,4,20,7,22
42,Incomplete Pass,0,0,1,1,0,0,4
4,Complete,0,0,3,1,0,0,4
37,Complete,1,0,1,2,0,0,6
6,Complete,0,0,3,2,7,0,8
16,Complete,0,0,1,2,7,0,8
-4,Complete,0,0,2,2,7,0,8
-3,Complete,0,0,3,2,7,0,8
3,Incomplete Pass,0,0,1,2,7,0,8
2,Incomplete Pass,0,0,2,2,7,0,8
4,Complete,0,0,3,2,7,0,8
-1,Complete,0,0,3,2,10,0,10
14,Incomplete Pass,0,0,2,2,10,0,10
7,Complete,0,0,3,3,10,3,13
30,Complete,1,0,1,3,10,3,13
2,Complete,0,0,2,3,17,9,15
5,Incomplete Pass,0,0,3,3,17,9,15
3,Incomplete Pass,0,0,1,3,17,9,17
-3,Incomplete Pass,0,1,3,4,17,9,19
5,Incomplete Pass,0,0,1,4,17,17,21
17,Incomplete Pass,0,0,1,4,17,17,23
6,Complete,0,0,3,4,17,17,23
-1,Incomplete Pass,0,0,2,4,17,17,23
2,Complete,0,0,3,4,17,17,23
6,Incomplete Pass,0,0,1,1,0,0,1
-3,Incomplete Pass,0,0,2,1,0,0,1
0,Complete,0,0,2,1,0,3,3
7,Complete,0,0,3,1,0,6,5
-7,Complete,0,0,1,1,0,6,5
14,Complete,0,0,2,2,0,6,5
8,Incomplete Pass,0,0,2,2,0,6,5
8,Incomplete Pass,0,0,3,2,0,6,5
11,Complete,0,0,3,2,3,6,7
-3,Complete,0,0,2,2,3,6,7
15,Complete,0,0,2,2,3,6,7
2,Complete,0,0,2,2,3,6,7
10,Incomplete Pass,0,0,3,2,3,6,7
0,Incomplete Pass,0,0,2,2,6,6,9
8,Complete,0,0,3,2,6,6,9
6,Complete,0,0,1,2,6,6,9
4,Complete,0,0,1,3,13,6,12
1,Incomplete Pass,0,0,2,3,13,6,12
4,Complete,0,0,3,3,13,6,12
2,Incomplete Pass,0,0,1,3,13,6,12
8,Complete,0,0,3,3,13,6,12
13,Complete,0,0,2,3,16,13,16
4,Incomplete Pass,0,0,2,4,16,13,16
35,Incomplete Pass,0,0,3,4,16,13,16
8,Incomplete Pass,0,0,3,4,16,13,18
-6,Complete,0,0,1,4,16,20,20
2,Complete,0,0,2,4,16,20,20
4,Incomplete Pass,0,0,3,4,16,20,20
-3,Complete,0,0,2,1,0,0,1
6,Complete,0,0,3,1,0,0,1
7,Incomplete Pass,0,0,3,1,0,0,1
1,Incomplete Pass,0,0,2,1,0,7,3
6,Incomplete Pass,0,0,1,2,3,16,7
7,Complete,0,0,2,2,3,16,7
6,Complete,0,0,3,2,3,16,7
21,Incomplete Pass,0,0,1,2,3,16,7
7,Complete,0,0,2,2,3,16,7
9,Complete,0,0,1,2,3,16,7
16,Incomplete Pass,0,1,1,2,3,16,7
13,Complete,1,0,4,3,3,24,10
-1,Complete,0,0,1,3,10,27,12
34,Incomplete Pass,0,0,3,4,10,27,12
-4,Incomplete Pass,0,0,1,4,10,27,16
-3,Complete,0,0,2,4,10,27,16
-2,Complete,0,0,1,4,10,27,16
14,Incomplete Pass,0,1,2,4,10,27,16
-7,Complete,0,0,1,4,10,30,18
-3,Complete,0,0,2,4,10,30,18
6,Incomplete Pass,0,0,3,4,10,30,18
2,Complete,0,0,4,4,10,30,18
14,Complete,0,0,1,4,10,30,18
11,Incomplete Pass,0,0,1,4,10,30,18
2,Complete,0,0,2,4,10,30,18
1,Incomplete Pass,0,0,3,4,10,30,18
6,Complete,0,0,4,4,10,30,18
-3,Complete,0,0,1,4,10,30,18
3,Complete,0,0,3,4,10,30,18
4,Complete,0,0,4,4,10,30,18
12,Complete,0,0,2,4,10,30,18
12,Incomplete Pass,0,0,2,4,10,30,18
1,Complete,0,0,2,2,0,0,6
0,Complete,0,0,1,3,0,7,13
1,Complete,0,0,1,3,0,7,13
32,Incomplete Pass,0,0,1,3,0,7,15
10,Incomplete Pass,0,0,3,3,0,7,15
1,Complete,0,0,2,3,0,7,17
23,Incomplete Pass,0,0,1,3,0,7,17
30,Incomplete Pass,0,0,3,4,0,7,17
15,Incomplete Pass,0,0,4,4,0,7,17
2,Incomplete Pass,0,0,1,4,0,7,19
0,Complete,0,0,1,4,0,7,19
10,Complete,0,0,3,4,0,7,19
3,Complete,0,0,3,4,0,7,19
4,Complete,0,0,4,4,0,7,19
6,Incomplete Pass,0,0,3,4,0,7,19
3,Complete,0,0,2,4,0,7,19
1,Complete,1,0,1,4,0,7,19
15,Incomplete Pass,0,0,1,5,7,7,24
10,Incomplete Pass,0,0,2,5,7,7,24
6,Complete,0,0,3,5,7,7,24
2,Incomplete Pass,0,0,2,1,0,0,2
-4,Complete,0,0,3,1,0,0,2
6,Complete,0,0,1,1,0,0,2
6,Complete,0,0,2,1,0,0,2
17,Incomplete Pass,0,0,1,1,7,0,4
5,Complete,0,0,2,1,7,0,4
8,Incomplete Pass,0,0,3,2,7,0,4
9,Complete,0,0,1,2,7,0,6
4,Complete,0,0,1,2,7,0,6
-3,Incomplete Pass,0,0,1,2,10,7,8
6,Complete,0,0,2,2,10,7,8
4,Complete,0,0,2,3,10,7,10
2,Complete,0,0,3,3,10,7,10
2,Incomplete Pass,0,0,1,3,10,7,10
4,Complete,0,0,3,3,10,7,10
6,Complete,0,0,2,3,10,7,10
-2,Complete,0,0,1,3,10,7,10
7,Incomplete Pass,0,0,3,3,10,7,10
17,Incomplete Pass,0,0,1,3,13,14,12
10,Incomplete Pass,0,0,2,3,13,14,12
13,Incomplete Pass,0,0,3,3,13,14,12
7,Complete,0,0,2,3,13,22,14
9,Incomplete Pass,0,0,1,3,13,22,14
6,Incomplete Pass,0,0,1,4,13,25,16
4,Complete,0,0,2,4,13,25,16
7,Complete,0,0,3,4,13,25,16
13,Incomplete Pass,0,0,1,4,13,25,16
0,Complete,0,0,2,4,13,25,16
5,Complete,0,0,3,4,13,25,16
10,Incomplete Pass,0,0,4,4,13,25,16
7,Incomplete Pass,0,0,1,1,0,0,1
9,Incomplete Pass,0,0,3,1,0,0,1
15,Complete,0,0,2,1,0,3,3
-6,Complete,0,0,2,1,0,3,3
5,Complete,0,0,3,1,0,3,3
-1,Incomplete Pass,0,0,2,1,0,3,3
5,Incomplete Pass,0,0,3,1,0,3,3
-6,Complete,0,0,1,2,0,10,5
21,Complete,0,0,1,2,0,10,5
12,Incomplete Pass,0,0,1,2,0,10,5
-5,Complete,1,0,2,2,0,10,5
2,Incomplete Pass,0,0,1,2,7,13,7
5,Complete,0,0,2,2,7,13,7
4,Complete,0,0,3,2,7,13,7
9,Incomplete Pass,0,0,1,2,7,13,7
12,Incomplete Pass,0,0,2,2,7,13,7
15,Incomplete Pass,0,0,1,2,7,13,9
6,Incomplete Pass,0,0,2,3,7,16,11
22,Complete,0,0,3,3,7,16,11
11,Incomplete Pass,0,0,2,3,7,16,11
8,Incomplete Pass,0,0,3,3,7,16,11
-4,Complete,0,0,2,3,10,16,13
5,Incomplete Pass,0,0,1,4,13,23,15
5,Complete,0,0,2,4,13,23,15
24,Incomplete Pass,0,0,1,4,13,23,15
19,Complete,0,0,2,4,13,23,15
13,Incomplete Pass,0,0,2,4,13,23,15
8,Complete,0,0,3,4,13,23,15
6,Incomplete Pass,0,0,2,4,13,23,15
6,Incomplete Pass,0,0,3,4,13,23,15
